日期,价格
20131126,3328.00
20131127,3361.00
20131128,3386.00
20131129,3407.00
20131202,3442.00
20131203,3478.00
20131204,3483.00
20131205,3542.00
20131206,3567.00
20131209,3598.00
20131210,3634.00
20131211,3697.00
20131212,3682.00
20131213,3660.00
20131216,3530.00
20131217,3432.00
20131218,3351.00
20131219,3301.00
20131220,3243.00
20131223,3232.00
20131224,3223.00
20131225,3206.00
20131226,3206.00
20131227,3204.00
20131230,3166.00
20131231,3129.00
20140102,3066.00
20140103,3037.00
20140106,3015.00
20140107,2982.00
20140108,2938.00
20140109,2923.00
20140110,2911.00
20140113,2931.00
20140114,2944.00
20140115,2954.00
20140116,2981.00
20140117,2986.00
20140120,2978.00
20140121,2981.00
20140122,2981.00
20140123,2981.00
20140124,2985.00
20140127,2982.00
20140128,2982.00
20140129,2982.00
20140130,2982.00
20140131,2982.00
20140203,2982.00
20140204,2982.00
20140205,2982.00
20140206,2982.00
20140207,2988.00
20140210,2992.00
20140211,3003.00
20140212,3005.00
20140213,3005.00
20140214,3005.00
20140217,3005.00
20140218,3005.00
20140219,2964.00
20140220,2951.00
20140221,2949.00
20140224,2904.00
20140225,2858.00
20140226,2805.00
20140227,2752.00
20140228,2719.00
20140303,2683.00
20140304,2658.00
20140305,2644.00
20140306,2644.00
20140307,2681.00
20140310,2724.00
20140311,2726.00
20140312,2718.00
20140313,2715.00
20140314,2688.00
20140317,2618.00
20140318,2581.00
20140319,2576.00
20140320,2571.00
20140321,2561.00
20140324,2561.00
20140325,2557.00
20140326,2581.00
20140327,2590.00
20140328,2598.00
20140331,2608.00
20140401,2633.00
20140402,2633.00
20140403,2651.00
20140404,2657.00
20140407,2657.00
20140408,2655.00
20140409,2657.00
20140410,2657.00
20140411,2647.00
20140414,2630.00
20140415,2619.40
20140416,2607.00
20140417,2595.00
20140418,2594.00
20140421,2614.00
20140422,2630.00
20140423,2639.00
20140424,2651.00
20140425,2652.00
20140428,2656.00
20140429,2667.00
20140430,2662.00
20140501,2662.00
20140502,2662.00
20140505,2633.00
20140506,2625.00
20140507,2610.00
20140508,2596.00
20140509,2597.00
20140512,2608.00
20140513,2587.00
20140514,2586.00
20140515,2582.00
20140516,2576.00
20140519,2568.00
20140520,2552.00
20140521,2544.00
20140522,2532.00
20140523,2524.00
20140526,2517.00
20140527,2523.00
20140528,2523.00
20140529,2521.00
20140530,2512.00
20140602,2512.00
20140603,2512.00
20140604,2496.00
20140605,2487.00
20140606,2464.00
20140609,2449.00
20140610,2433.00
20140611,2416.00
20140612,2416.00
20140613,2426.00
20140616,2444.00
20140617,2475.00
20140618,2464.00
20140619,2464.00
20140620,2456.00
20140623,2455.00
20140624,2460.00
20140625,2465.00
20140626,2472.00
20140627,2472.00
20140630,2507.00
20140701,2514.00
20140702,2508.00
20140703,2506.00
20140704,2507.00
20140707,2507.00
20140708,2510.00
20140709,2511.00
20140710,2513.00
20140711,2505.00
20140714,2502.00
20140715,2502.00
20140716,2479.00
20140717,2476.00
20140718,2467.00
20140721,2462.00
20140722,2446.00
20140723,2448.00
20140724,2444.00
20140725,2428.00
20140728,2430.00
20140729,2440.00
20140730,2441.00
20140731,2437.00
20140801,2430.00
20140804,2418.00
20140805,2420.00
20140806,2420.00
20140807,2410.00
20140808,2409.00
20140811,2430.00
20140812,2446.00
20140813,2472.00
20140814,2486.00
20140815,2498.00
20140818,2498.00
20140819,2488.00
20140820,2490.00
20140821,2503.00
20140822,2499.00
20140825,2481.00
20140826,2479.00
20140827,2472.00
20140828,2466.00
20140829,2463.00
20140901,2456.00
20140902,2466.00
20140903,2478.00
20140904,2486.00
20140905,2496.00
20140908,2496.00
20140909,2509.00
20140910,2514.00
20140911,2522.00
20140912,2530.00
20140915,2542.00
20140916,2580.00
20140917,2608.00
20140918,2616.00
20140919,2616.00
20140922,2616.00
20140923,2618.00
20140924,2605.00
20140925,2595.00
20140926,2588.00
20140929,2578.00
20140930,2578.00
20141001,2578.00
20141002,2578.00
20141003,2578.00
20141006,2578.00
20141007,2578.00
20141008,2570.00
20141009,2550.00
20141010,2546.00
20141011,2540.00
20141013,2546.00
20141014,2538.00
20141015,2534.00
20141016,2532.00
20141017,2531.00
20141020,2518.00
20141021,2508.00
20141022,2504.00
20141023,2496.00
20141024,2498.00
20141027,2498.00
20141028,2482.00
20141029,2482.00
20141030,2467.00
20141031,2463.00
20141103,2458.00
20141104,2451.00
20141105,2449.00
20141106,2439.00
20141107,2431.00
20141110,2415.00
20141111,2414.00
20141112,2416.00
20141113,2424.00
20141114,2423.00
20141117,2424.00
20141118,2422.00
20141119,2416.00
20141120,2425.00
20141121,2458.00
20141124,2462.00
20141125,2462.00
20141126,2459.00
20141127,2455.00
20141128,2456.00
20141201,2465.00
20141202,2465.00
20141203,2475.00
20141204,2478.00
20141205,2463.00
20141208,2437.00
20141209,2424.00
20141210,2402.00
20141211,2398.00
20141212,2380.00
20141215,2330.00
20141216,2310.00
20141217,2278.00
20141218,2244.00
20141219,2208.00
20141222,2198.00
20141223,2160.00
20141224,2110.00
20141225,2118.00
20141226,2134.00
20141229,2114.00
20141230,2090.00
20141231,2090.00
20150101,2090.00
20150102,2090.00
20150105,2030.00
20150106,2010.00
20150107,2024.00
20150108,2004.00
20150109,1980.00
20150112,1928.00
20150113,1886.00
20150114,1864.00
20150115,1870.00
20150116,1878.00
20150119,1878.00
20150120,1892.00
20150121,1898.00
20150122,1896.00
20150123,1888.00
20150126,1881.00
20150127,1867.00
20150128,1867.00
20150129,1878.00
20150130,1876.00
20150202,1872.00
20150203,1865.00
20150204,1881.00
20150205,1881.00
20150206,1886.00
20150209,1896.00
20150210,1903.00
20150211,1907.00
20150212,1903.00
20150213,1917.00
20150216,1933.00
20150217,1933.00
20150218,1933.00
20150219,1933.00
20150220,1933.00
20150223,1933.00
20150224,1933.00
20150225,1940.00
20150226,1970.00
20150227,2008.00
20150302,2090.00
20150303,2090.00
20150304,2083.00
20150305,2099.00
20150306,2120.00
20150309,2155.00
20150310,2188.00
20150311,2193.00
20150312,2208.00
20150313,2208.00
20150316,2222.00
20150317,2221.00
20150318,2216.00
20150319,2214.00
20150320,2203.00
20150323,2192.00
20150324,2168.00
20150325,2150.00
20150326,2150.00
20150327,2151.00
20150328,2151.00
20150330,2155.00
20150331,2160.00
20150401,2164.00
20150402,2173.00
20150403,2179.00
20150406,2179.00
20150407,2210.00
20150408,2232.00
20150409,2241.00
20150410,2241.00
20150413,2256.00
20150414,2256.00
20150415,2274.00
20150416,2296.00
20150417,2296.00
20150420,2296.00
20150421,2296.00
20150422,2328.00
20150423,2328.00
20150424,2318.00
20150427,2314.00
20150428,2318.00
20150429,2318.00
20150430,2318.00
20150501,2318.00
20150504,2328.00
20150505,2324.00
20150506,2320.00
20150507,2316.00
20150508,2308.00
20150511,2306.00
20150512,2310.00
20150513,2328.00
20150514,2330.00
20150515,2330.00
20150518,2326.00
20150519,2316.00
20150520,2312.00
20150521,2312.00
20150522,2324.00
20150525,2322.00
20150526,2325.00
20150527,2324.00
20150528,2326.00
20150529,2326.00
20150601,2324.00
20150602,2320.00
20150603,2322.00
20150604,2320.00
20150605,2318.00
20150608,2317.00
20150609,2315.00
20150610,2316.00
20150611,2314.00
20150612,2310.00
20150615,2312.00
20150616,2320.00
20150617,2332.00
20150618,2336.00
20150619,2332.00
20150622,2332.00
20150623,2330.00
20150624,2324.00
20150625,2326.00
20150626,2326.00
20150629,2322.00
20150630,2316.00
20150701,2318.00
20150702,2320.00
20150703,2322.00
20150706,2322.00
20150707,2320.00
20150708,2320.00
20150709,2268.00
20150710,2286.00
20150713,2268.00
20150714,2264.00
20150715,2258.00
20150716,2246.00
20150717,2242.00
20150720,2224.00
20150721,2216.00
20150722,2214.00
20150723,2210.00
20150724,2198.00
20150727,2176.00
20150728,2156.00
20150729,2144.00
20150730,2138.00
20150731,2128.00
20150803,2094.00
20150804,2048.00
20150805,2010.00
20150806,1970.00
20150807,1946.00
20150810,1936.00
20150814,1984.00
20150817,1988.00
20150818,1990.00
20150819,1982.00
20150820,1970.00
20150821,1950.00
20150824,1922.00
20150825,1890.00
20150826,1858.00
20150827,1858.00
20150828,1902.00
20150831,1908.00
20150901,1904.00
20150902,1898.00
20150903,1898.00
20150904,1898.00
20150907,1890.00
20150908,1888.00
20150909,1882.00
20150910,1876.00
20150911,1880.00
20150914,1886.00
20150915,1880.00
20150916,1882.00
20150917,1882.00
20150918,1894.00
20150921,1892.00
20150922,1908.00
20150923,1916.00
20150924,1916.00
20150925,1912.00
20150928,1908.00
20150929,1902.00
20150930,1900.00
20151001,1900.00
20151002,1900.00
20151005,1900.00
20151006,1900.00
20151007,1900.00
20151008,1912.00
20151009,1928.00
20151010,1936.00
20151012,1938.00
20151013,1938.00
20151014,1936.00
20151015,1928.00
20151016,1926.00
20151019,1910.00
20151020,1892.00
20151021,1886.00
20151022,1874.00
20151023,1868.00
20151026,1848.00
20151027,1830.00
20151028,1828.00
20151029,1832.00
20151030,1830.00
20151102,1832.00
20151103,1828.00
20151104,1830.00
20151105,1834.00
20151106,1832.00
20151109,1842.00
20151110,1850.00
20151111,1846.00
20151112,1844.00
20151113,1854.00
20151116,1858.00
20151117,1856.00
20151118,1846.00
20151119,1844.00
20151120,1842.00
20151123,1836.00
20151124,1830.00
20151125,1834.00
20151126,1840.00
20151127,1842.00
20151130,1834.00
20151201,1826.00
20151202,1816.00
20151203,1814.00
20151204,1810.00
20151207,1798.00
20151208,1792.00
20151209,1790.00
20151210,1778.00
20151211,1772.00
20151214,1758.00
20151215,1750.00
20151216,1746.00
20151217,1746.00
20151218,1730.00
20151221,1726.00
20151222,1710.00
20151223,1710.00
20151224,1710.00
20151225,1714.00
20151228,1710.00
20151229,1716.00
20151230,1718.00
20151231,1718.00
20160101,1718.00
20160104,1714.00
20160105,1706.00
20160106,1708.00
20160107,1706.00
20160108,1706.00
20160111,1706.00
20160112,1702.00
20160113,1700.00
20160114,1698.00
20160115,1698.00
20160118,1692.00
20160119,1690.00
20160120,1688.00
20160121,1682.00
20160122,1684.00
20160125,1686.00
20160126,1686.00
20160127,1690.00
20160128,1692.00
20160129,1696.00
20160201,1700.00
20160202,1702.00
20160203,1704.00
20160204,1704.00
20160205,1704.00
20160208,1704.00
20160209,1704.00
20160210,1704.00
20160211,1704.00
20160212,1704.00
20160214,1704.00
20160215,1710.00
20160216,1724.00
20160217,1732.00
20160218,1728.00
20160219,1736.00
20160222,1754.00
20160223,1760.00
20160224,1760.00
20160225,1748.00
20160226,1738.00
20160229,1738.00
20160301,1736.00
20160302,1736.00
20160303,1738.00
20160304,1738.00
20160307,1768.00
20160308,1786.00
20160309,1790.00
20160310,1802.00
20160311,1802.00
20160315,1812.00
20160316,1814.00
20160317,1836.00
20160318,1880.00
20160321,1880.00
20160322,1934.00
20160323,1942.00
20160324,1902.00
20160325,1902.00
20160328,1900.00
20160329,1898.00
20160330,1892.00
20160331,1890.00
20160401,1888.00
20160404,1888.00
20160405,1880.00
20160406,1876.00
20160407,1856.00
20160408,1856.00
20160411,1870.00
20160412,1872.00
20160413,1880.00
20160414,1876.00
20160415,1874.00
20160418,1868.00
20160419,1876.00
20160420,1876.00
20160421,1876.00
20160422,1876.00
20160425,1880.00
20160426,1884.00
20160427,1888.00
20160428,1892.00
20160429,1902.00
20160502,1902.00
20160503,1900.00
20160504,1898.00
20160505,1904.00
20160506,1904.00
20160509,1902.00
20160510,1900.00
20160511,1900.00
20160512,1900.00
20160513,1898.00
20160516,1890.00
20160517,1890.00
20160518,1878.00
20160519,1878.00
20160520,1854.00
20160523,1840.00
20160524,1840.00
20160525,1840.00
20160526,1838.00
20160527,1848.00
20160530,1852.00
20160531,1860.00
20160601,1860.00
20160602,1860.00
20160603,1866.00
20160606,1878.00
20160607,1880.00
20160608,1876.00
20160609,1876.00
20160610,1876.00
20160613,1872.00
20160614,1862.00
20160615,1858.00
20160616,1858.00
20160617,1850.00
20160620,1852.00
20160621,1848.00
20160622,1850.00
20160623,1850.00
20160624,1844.00
20160627,1844.00
20160628,1844.00
20160629,1842.00
20160630,1856.00
20160701,1856.00
20160704,1856.00
20160705,1846.00
20160706,1842.00
20160707,1840.00
20160708,1828.00
20160711,1828.00
20160712,1822.00
20160713,1822.00
20160714,1822.00
20160715,1818.00
20160718,1818.00
20160719,1818.00
20160720,1818.00
20160721,1810.00
20160722,1810.00
20160725,1810.00
20160726,1810.00
20160727,1796.00
20160728,1796.00
20160729,1788.00
20160801,1792.00
20160802,1802.00
20160803,1802.00
20160804,1798.00
20160805,1798.00
20160808,1786.00
20160809,1786.00
20160810,1786.00
20160811,1788.00
20160812,1788.00
20160815,1796.00
20160816,1796.00
20160817,1798.00
20160818,1794.00
20160819,1792.00
20160822,1792.00
20160823,1788.00
20160824,1788.00
20160825,1788.00
20160826,1788.00
20160829,1788.00
20160830,1785.00
20160831,1785.00
20160901,1785.00
20160902,1785.00
20160905,1791.00
20160906,1800.00
20160907,1800.00
20160908,1806.00
20160909,1822.00
20160912,1838.00
20160913,1860.00
20160914,1876.00
20160915,1876.00
20160916,1876.00
20160918,1892.00
20160919,1902.00
20160920,1902.00
20160921,1902.00
20160922,1906.00
20160923,1902.00
20160926,1906.00
20160927,1906.00
20160928,1906.00
20160929,1934.00
20160930,1934.00
20161003,1934.00
20161004,1934.00
20161005,1934.00
20161006,1934.00
20161007,1934.00
20161008,1958.00
20161009,1980.00
20161010,2022.00
20161011,2124.00
20161012,2174.00
20161013,2200.00
20161014,2204.00
20161017,2214.00
20161018,2218.00
20161019,2246.00
20161020,2246.00
20161021,2242.00
20161024,2236.00
20161025,2250.00
20161026,2250.00
20161027,2246.00
20161028,2256.00
20161031,2282.00
20161101,2300.00
20161102,2312.00
20161103,2310.00
20161104,2328.00
20161107,2336.00
20161108,2334.00
20161109,2350.00
20161110,2348.00
20161111,2370.00
20161114,2358.00
20161115,2358.00
20161116,2344.00
20161117,2344.00
20161118,2344.00
20161121,2376.00
20161122,2376.00
20161123,2392.00
20161124,2392.00
20161125,2414.00
20161128,2414.00
20161129,2416.00
20161130,2410.00
20161201,2410.00
20161202,2428.00
20161205,2516.00
20161206,2638.00
20161207,2764.00
20161208,2810.00
20161209,2822.00
20161212,2876.00
20161213,2836.00
20161214,2836.00
20161215,2876.00
20161216,2928.00
20161219,2918.00
20161220,2890.00
20161221,2890.00
20161222,2916.00
20161223,2916.00
20161226,2898.00
20161227,2898.00
20161228,2892.00
20161229,2886.00
20161230,2878.00
20170102,2878.00
20170103,2878.00
20170104,2872.00
20170105,2830.00
20170106,2820.00
20170109,2780.00
20170110,2732.00
20170111,2694.00
20170112,2676.00
20170113,2676.00
20170116,2694.00
20170117,2712.00
20170118,2712.00
20170119,2726.00
20170120,2726.00
20170122,2724.00
20170123,2724.00
20170124,2720.00
20170125,2720.00
20170126,2720.00
20170127,2720.00
20170130,2720.00
20170131,2720.00
20170201,2720.00
20170202,2720.00
20170203,2732.00
20170206,2732.00
20170207,2748.00
20170208,2750.00
20170209,2750.00
20170210,2744.00
20170213,2776.00
20170214,2776.00
20170215,2842.00
20170216,2834.00
20170217,2874.00
20170220,2874.00
20170221,2874.00
20170222,2872.00
20170223,2870.00
20170224,2870.00
20170227,2860.00
20170228,2860.00
20170301,2838.00
20170302,2838.00
20170303,2826.00
20170306,2826.00
20170307,2826.00
20170308,2820.00
20170309,2820.00
20170310,2764.00
20170313,2764.00
20170314,2712.00
20170315,2712.00
20170316,2698.00
20170317,2698.00
20170320,2698.00
20170321,2664.00
20170322,2606.00
20170323,2572.00
20170324,2542.00
20170327,2528.00
20170328,2528.00
20170329,2548.00
20170330,2548.00
20170331,2564.00
20170403,2564.00
20170404,2564.00
20170405,2598.00
20170406,2618.00
20170407,2642.00
20170410,2636.00
20170411,2634.00
20170412,2634.00
20170413,2618.00
20170414,2604.00
20170417,2588.00
20170418,2588.00
20170419,2562.00
20170420,2532.00
20170421,2510.00
20170424,2510.00
20170425,2454.00
20170426,2454.00
20170427,2450.00
20170428,2440.00
20170501,2440.00
20170502,2412.00
20170503,2380.00
20170504,2326.00
20170505,2268.00
20170508,2242.00
20170509,2240.00
20170510,2236.00
20170511,2236.00
20170512,2236.00
20170515,2228.00
20170516,2240.00
20170517,2258.00
20170518,2258.00
20170519,2258.00
20170522,2300.00
20170523,2296.00
20170524,2296.00
20170525,2296.00
20170526,2310.00
20170529,2310.00
20170530,2310.00
20170531,2310.00
20170601,2310.00
20170602,2314.00
20170605,2314.00
20170606,2304.00
20170607,2304.00
20170608,2288.00
20170609,2288.00
20170612,2286.00
20170613,2286.00
20170614,2278.00
20170615,2278.00
20170616,2278.00
20170619,2278.00
20170620,2282.00
20170621,2282.00
20170622,2282.00
20170623,2282.00
20170626,2282.00
20170627,2242.00
20170628,2242.00
20170629,2196.00
20170630,2196.00
20170703,2214.00
20170704,2214.00
20170705,2214.00
20170706,2238.00
20170707,2238.00
20170710,2238.00
20170711,2286.00
20170712,2286.00
20170713,2286.00
20170714,2292.00
20170717,2290.00
20170718,2294.00
20170719,2300.00
20170720,2322.00
20170721,2296.00
20170725,2276.00
20170726,2272.00
20170727,2260.00
20170728,2260.00
20170731,2260.00
20170801,2260.00
20170802,2260.00
20170803,2272.00
20170804,2272.00
20170807,2272.00
20170808,2294.00
20170809,2300.00
20170810,2340.00
20170811,2342.00
20170814,2342.00
20170815,2338.00
20170816,2338.00
20170817,2364.00
20170818,2376.00
20170821,2376.00
20170822,2388.00
20170823,2388.00
20170824,2404.00
20170825,2406.00
20170828,2406.00
20170829,2488.00
20170830,2558.00
20170831,2612.00
20170901,2688.00
20170904,2740.00
20170905,2736.00
20170906,2736.00
20170907,2722.00
20170908,2732.00
20170911,2738.00
20170912,2738.00
20170913,2748.00
20170914,2756.00
20170915,2744.00
20170918,2732.00
20170919,2716.00
20170920,2737.00
20170921,2737.00
20170922,2746.00
20170925,2722.00
20170926,2720.00
20170927,2742.00
20170928,2747.00
20170929,2747.00
20170930,2746.00
20171003,2746.00
20171004,2746.00
20171005,2746.00
20171006,2746.00
20171009,2788.00
20171010,2771.00
