2303,2326.229551547082
1707,1699.389698270424
2691,2656.170157327357
2091,2078.419718682282
2259,2236.360317898698
1711,1683.7909341680484
3327,3234.6004255060348
1827,1834.0703619481005
2146,2169.4121215886275
2924,2933.859328122028
1824,1820.0492906847644
2526,2515.866450364729
2503,2428.072679774254
2562,2560.5668696368434
2660,2680.4962367677563
2125,2079.3629047932673
3212,3196.776318074772
2310,2364.1939906688194
1965,1902.8480428554685
3448,3470.657497161437
2418,2463.8923952319315
2680,2717.4477562316365
2642,2635.544624711279
2402,2416.6239272601433
2037,2040.430096591464
2026,2023.0743863046732
2695,2712.516096246327
2379,2391.8809922864716
1816,1844.5950366076227
2482,2459.669308291412
1796,1795.3572218814547
2099,2111.7187370653
1747,1772.6029529173707
2239,2270.7047851670936
2950,2965.6145199738244
1850,1870.7223657499794
2571,2543.249902408241
1906,1886.5419313137845
2471,2473.807420917254
2028,2025.9434412894207
2496,2488.719130316112
2924,2889.5677332771243
1980,2005.938759494872
2144,2142.1850012740133
2472,2442.500522728751
2675,2677.2868315535793
1996,2037.4598042590223
2468,2468.7956866980735
1775,1832.223323270674
3104,3132.3492888242868
2207,2213.9773702917473
2248,2275.4750839702047
2939,2918.0088272388607
2458,2443.0566450329325
2428,2418.009269477712
2260,2270.6031498922193
2014,2046.444300208972
2405,2337.597454457847
2475,2431.1060621940733
1764,1766.851023801839
2491,2432.188701227094
1924,1911.5706181843407
1964,1971.3195548732147
2458,2426.111681628115
3299,3269.300911239799
3338,3277.188915640623
2881,2876.0886615393515
2853,2845.735741494294
2960,2946.411688954586
2422,2409.9629597853386
1934,1928.4331018609146
2159,2156.988446941434
2750,2757.9560612664914
2110,2090.339192108659
1893,1936.9414651432426
3337,3289.6153896744986
1642,1639.1735249551275
2484,2460.421317310862
2892,2847.3489490951893
2415,2446.87301148237
2570,2572.277673474078
1785,1759.1779712011544
2920,2889.3926648277406
2870,2853.5546971523277
1861,1864.6352757834616
3132,3107.7183589567826
2571,2579.124888605849
1714,1731.5306234532181
2840,2845.217402683225
2839,2760.5168562959893
1923,1880.2614983492913
2238,2266.7967973646264
2449,2424.215121473556
1682,1696.2682001309677
2504,2518.2610696199404
2713,2692.1471177674657
2435,2415.707251557059
2289,2294.809561743627
1855,1843.517703727869
3350,3312.2229061248004
2296,2318.749226877496
2409,2404.1611244534083
2231,2218.32587994118
2502,2493.48806546684
2485,2510.9643502093236
2742,2729.6766230706526
2920,2885.688948369962
1696,1702.3307955399482
2684,2701.758728163807
2356,2358.8944820343554
2272,2306.563802062944
2777,2810.146720633677
1735,1730.4347202076028
2737,2769.929423637111
3264,3276.585146305418
2415,2351.8720271971065
2027,2030.383824971197
2397,2437.716756283472
2528,2460.3026691967316
1955,1941.0528043801892
2698,2705.794062361822
2455,2414.308186592676
1781,1827.8466050171287
2140,2081.4003642669254
2845,2825.880172494422
2423,2450.5573222729117
2452,2497.61724830684
2085,2068.896809209573
2445,2472.7935714721916
3056,3071.272557567317
2468,2474.3883106329336
2337,2382.434472981196
2399,2400.8271648572677
2683,2656.9000577169304
2480,2475.1810834596035
2245,2200.2949271558305
2678,2653.3648862013206
2480,2499.163511865089
2899,2915.929703207074
2626,2629.2403237016956
2470,2482.4181281961955
2460,2436.2531027697837
2661,2668.643318689178
2033,2026.0814801990682
2457,2472.33888575008
1716,1707.6338753821447
2787,2718.3392419994384
2105,2106.35474204664
1885,1902.6471379669551
2515,2421.909062372619
1744,1821.4739748160264
2287,2259.283809726139
2678,2698.8943332676613
1755,1745.5845203311978
2125,2140.0877874879548
2406,2482.2483369426413
2301,2299.621458752275
2509,2501.3501172371466
2442,2441.3557994309563
1982,1996.4188904587354
2060,2065.0469604861114
2083,2018.0419496330423
2538,2537.446132282705
2758,2784.0370240556326
2784,2753.147992559256
2360,2342.802266993915
2034,2024.5834599820405
2443,2466.3762981745613
2082,2097.0458020459787
1751,1756.9988241038736
1924,1951.1441275427705
2381,2395.391688704107
2758,2768.5451852275805
1948,1906.6205728375967
3020,3107.921251105195
2275,2239.955774152397
1960,1878.326048153206
2540,2514.7387316272734
1997,2013.8877201853034
2011,2048.9703695380886
2838,2865.6034612328926
2818,2836.187492969439
2206,2190.2604802132305
2848,2814.6760207929424
1926,1883.7671968159643
2325,2357.088519513384
2807,2799.327617964495
2769,2773.971356607561
2487,2449.6589173676844
2239,2251.3522376897954
2681,2676.4687928028493
2377,2386.165994390598
1863,1858.6782703611134
1976,1989.4089690896085
2707,2634.53246078744
1856,1878.9705680631018
2497,2523.8509773150113
1923,1902.8259555473487
2381,2348.388925441207
2535,2527.692850166872
2593,2592.1898362241795
2978,2974.446345288586
1927,1950.3353306636932
1948,1903.9291624177536
2881,2892.5049336434863
2060,2069.7105401975896
2718,2727.825759328966
2786,2778.9059266187073
2032,2014.6468165004917
1814,1837.8437890603495
2370,2369.302740175887
