2303,2353.309540013219
1707,1681.4171236418715
2691,2666.859699531066
2091,2035.6976620246996
2259,2221.3796322033045
1711,1690.373486204267
3327,3305.8156262045823
1827,1799.9204754992638
2146,2132.0725096458914
2924,2930.0137906298773
1824,1841.9660155269244
2526,2527.899684143118
2503,2420.2656005385925
2562,2569.305720082058
2660,2678.969713900489
2125,2083.0922780196674
3212,3222.5089973510053
2310,2335.7913394130483
1965,1867.85402176957
3448,3399.4329313049916
2418,2452.4612860589027
2680,2775.9213790210133
2642,2655.1477196317983
2402,2430.527219897893
2037,2004.3713117826996
2026,2081.8106721760314
2695,2647.3553755465027
2379,2413.7634031283765
1816,1841.6732134035087
2482,2437.321937097697
1796,1811.240705052045
2099,2097.330628711964
1747,1762.7537079151866
2239,2288.583852948281
2950,2929.4544983979113
1850,1883.2962902681911
2571,2508.652041215017
1906,1896.707791775511
2471,2485.3971357236605
2028,2018.2478843171016
2496,2503.8784561075986
2924,2910.903202079608
1980,1981.5287805099642
2144,2154.0708222305175
2472,2502.7880268559497
2675,2724.4771100112016
1996,2025.7629203088081
2468,2468.052366805692
1775,1844.9368133252087
3104,3113.483828416525
2207,2198.2182370253545
2248,2245.7775026102327
2939,2819.831379266904
2458,2469.4311943462053
2428,2447.6166497995446
2260,2241.9164710510768
2014,2047.634266338243
2405,2370.2049669401667
2475,2516.526353170623
1764,1769.8568519090263
2491,2408.367445120776
1924,1901.703970134125
1964,1935.807093909818
2458,2402.482764845662
3299,3304.0993749531226
3338,3323.3001283546096
2881,3007.3324214383156
2853,2872.2552571555634
2960,2904.0091155471396
2422,2404.598503678504
1934,1926.3244184290206
2159,2195.8312688128617
2750,2658.82764504362
2110,2104.8531563526344
1893,1944.8033131438287
3337,3309.8143058589103
1642,1636.7764803376995
2484,2526.604270402051
2892,2931.348889955363
2415,2488.2351501902517
2570,2575.6583593261794
1785,1829.3381359074656
2920,2891.65304350634
2870,2787.262142690174
1861,1863.7391680655205
3132,3045.8824925916724
2571,2590.9001161437723
1714,1729.2656823429784
2840,2866.905143147288
2839,2878.1193989366548
1923,1836.1653295982787
2238,2271.049388428058
2449,2524.287248100015
1682,1690.9990870207985
2504,2480.504627262017
2713,2714.981253227045
2435,2389.757947565101
2289,2335.1448290671287
1855,1823.5974864533573
3350,3339.667626032284
2296,2303.0409112630277
2409,2405.5547414946122
