日期,价格
20150501,100500.00
20150504,101975.00
20150505,103912.50
20150506,106225.00
20150507,106100.00
20150508,107187.50
20150511,108512.50
20150512,107825.00
20150513,108162.50
20150514,105012.50
20150515,104587.50
20150518,104787.50
20150519,103700.00
20150520,98387.50
20150521,99862.50
20150522,99237.50
20150525,98175.00
20150526,99162.50
20150527,98462.50
20150528,99700.00
20150529,98012.50
20150601,96825.00
20150602,98525.00
20150603,99275.00
20150604,97762.50
20150605,97687.50
20150608,98700.00
20150609,100112.50
20150610,100025.00
20150611,100400.00
20150612,98325.00
20150615,97275.00
20150616,96712.50
20150617,95450.00
20150618,96025.00
20150619,95450.00
20150622,95450.00
20150623,94787.50
20150624,94787.50
20150625,94737.50
20150626,93975.00
20150629,92175.00
20150630,85037.50
20150701,88387.50
20150702,89012.50
20150703,88975.00
20150706,86937.50
20150707,86462.50
20150708,81987.50
20150709,83612.50
20150710,86387.50
20150713,82875.00
20150714,86075.00
20150715,87662.50
20150716,85662.50
20150717,85575.00
20150720,85662.50
20150721,85662.50
20150722,86612.50
20150723,84925.00
20150724,83962.50
20150727,83900.00
20150728,82862.50
20150729,84687.50
20150730,84400.00
20150731,83025.00
20150803,82225.00
20150804,80900.00
20150805,80925.00
20150806,81212.50
20150807,80787.50
20150810,80862.50
20150814,82037.50
20150817,81775.00
20150818,81800.00
20150819,80850.00
20150820,79825.00
20150821,80175.00
20150824,76550.00
20150825,75175.00
20150826,74675.00
20150827,75362.50
20150828,77200.00
20150831,76375.00
20150901,75725.00
20150902,75187.50
20150903,75187.50
20150904,75187.50
20150907,75825.00
20150908,75450.00
20150909,77200.00
20150910,76400.00
20150911,78175.00
20150914,77925.00
20150915,76400.00
20150916,76325.00
20150917,76937.50
20150918,76937.50
20150921,75350.00
20150922,76150.00
20150923,75375.00
20150924,75825.00
20150925,76850.00
20150928,76637.50
20150929,75250.00
20150930,75812.50
20151001,75812.50
20151002,75812.50
20151005,75812.50
20151006,75812.50
20151007,75812.50
20151008,77037.50
20151009,77287.50
20151010,77287.50
20151012,78937.50
20151013,77987.50
20151014,78112.50
20151015,78937.50
20151016,79337.50
20151019,78700.00
20151020,77400.00
20151021,77175.00
20151022,77925.00
20151023,77725.00
20151026,78175.00
20151027,77687.50
20151028,77937.50
20151029,78137.50
20151030,76987.50
20151102,76362.50
20151103,76450.00
20151104,75975.00
20151105,75475.00
20151106,74475.00
20151109,74587.50
20151110,72487.50
20151111,73175.00
20151112,72937.50
20151113,73087.50
20151116,73287.50
20151117,71837.50
20151118,70650.00
20151119,69712.50
20151120,68812.50
20151123,65987.50
20151124,64475.00
20151125,67537.50
20151126,70812.50
20151127,70537.50
20151130,67987.50
20151201,69487.50
20151202,70425.00
20151203,69362.50
20151204,68500.00
20151207,70112.50
20151208,67925.00
20151209,68325.00
20151210,68225.00
20151211,67525.00
20151214,68575.00
20151215,69737.50
20151216,68687.50
20151217,69225.00
20151218,68787.50
20151221,69262.50
20151222,69625.00
20151223,68862.50
20151224,69275.00
20151225,68287.50
20151228,68062.50
20151229,67787.50
20151230,68925.00
20151231,69162.50
20160101,69162.50
20160104,68512.50
20160105,67925.00
20160106,67575.00
20160107,67537.50
20160108,67275.00
20160111,66562.50
20160112,65637.50
20160113,65937.50
20160114,67087.50
20160115,67875.00
20160118,68125.00
20160119,68250.00
20160120,68362.50
20160121,68537.50
20160122,69425.00
20160125,68750.00
20160126,68225.00
20160127,68962.50
20160128,68737.50
20160129,68687.50
20160201,68612.50
20160202,67937.50
20160203,67362.50
20160204,68487.50
20160205,67962.50
20160208,67962.50
20160209,67962.50
20160210,67962.50
20160211,67962.50
20160212,67962.50
20160214,67962.50
20160215,65150.00
20160216,66237.50
20160217,66112.50
20160218,66012.50
20160219,66125.00
20160222,67400.00
20160223,67912.50
20160224,67770.00
20160225,67912.50
20160226,66650.00
20160229,66650.00
20160301,66775.00
20160302,67750.00
20160303,68512.50
20160304,70300.00
20160307,72237.50
20160308,70550.00
20160309,68237.50
20160310,68700.00
20160311,68800.00
20160315,67712.50
20160316,67462.50
20160317,68337.50
20160318,69537.50
20160321,68200.00
20160322,68162.50
20160323,68562.50
20160324,67950.00
20160325,68150.00
20160328,68250.00
20160329,68300.00
20160330,67475.00
20160331,67000.00
20160401,66912.50
20160404,66912.50
20160405,66125.00
20160406,67087.50
20160407,67325.00
20160408,66750.00
20160411,67662.50
20160412,67587.50
20160413,70262.50
20160414,69725.00
20160415,69700.00
20160418,69487.50
20160419,69731.25
20160420,71100.00
20160421,71475.00
20160422,70787.50
20160425,70225.00
20160426,70537.50
20160427,70850.00
20160428,70900.00
20160429,71087.50
20160502,71087.50
20160503,72450.00
20160504,72800.00
20160505,72725.00
20160506,69975.00
20160509,69550.00
20160510,68362.50
20160511,68562.50
20160512,68962.50
20160513,67900.00
20160516,68175.00
20160517,68175.00
20160518,68637.50
20160519,67925.00
20160520,67637.50
20160523,66462.50
20160524,66275.00
20160525,66575.00
20160526,66662.50
20160527,66200.00
20160530,66412.50
20160531,67537.50
20160601,66837.50
20160602,66950.00
20160603,66875.00
20160606,67900.00
20160607,67925.00
20160608,68275.00
20160609,68275.00
20160610,68275.00
20160613,69225.00
20160614,69575.00
20160615,70050.00
20160616,70225.00
20160617,69875.00
20160620,71375.00
20160621,71750.00
20160622,71450.00
20160623,71037.50
20160624,69900.00
20160627,70162.50
20160628,70687.50
20160629,71912.50
20160630,73312.50
20160701,73887.50
20160704,78112.50
20160705,77037.50
20160706,76262.50
20160707,78462.50
20160708,75600.00
20160711,77262.50
20160712,78537.50
20160713,81237.50
20160714,79575.00
20160715,79700.00
20160718,79612.50
20160719,82212.50
20160720,80537.50
20160721,81012.50
20160722,82062.50
20160725,80206.25
20160726,79262.50
20160727,80250.00
20160728,80450.00
20160729,80725.00
20160801,81050.00
20160802,81700.00
20160803,81825.00
20160804,81650.00
20160805,80312.50
20160808,82075.00
20160809,81425.00
20160810,81887.50
20160811,81337.50
20160812,81262.50
20160815,79812.50
20160816,79800.00
20160817,79837.50
20160818,79925.00
20160819,79775.00
20160822,79850.00
20160823,79912.50
20160824,79662.50
20160825,77000.00
20160826,77362.50
20160829,77537.50
20160830,77562.50
20160831,77250.00
20160901,77500.00
20160902,78487.50
20160905,78487.50
20160906,79287.50
20160907,79612.50
20160908,79650.00
20160909,79912.50
20160912,78937.50
20160913,78587.50
20160914,77843.75
20160915,77843.75
20160916,77843.75
20160918,77843.75
20160919,77925.00
20160920,79200.00
20160921,79350.00
20160922,81400.00
20160923,80937.50
20160926,81200.00
20160927,79800.00
20160928,81325.00
20160929,82337.50
20160930,80475.00
20161003,80475.00
20161004,80475.00
20161005,80475.00
20161006,80475.00
20161007,80475.00
20161008,80475.00
20161009,80475.00
20161010,80337.50
20161011,81318.75
20161012,82281.25
20161013,81450.00
20161014,80918.75
20161017,81825.00
20161018,80937.50
20161019,81287.50
20161020,80637.50
20161021,80143.75
20161024,79962.50
20161025,81231.25
20161026,81425.00
20161027,81025.00
20161028,82150.00
20161031,82218.75
20161101,82993.75
20161102,82500.00
20161103,82462.50
20161104,82612.50
20161107,85450.00
20161108,88675.00
20161109,88787.50
20161110,94087.50
20161111,93237.50
20161114,92087.50
20161115,92950.00
20161116,90981.25
20161117,91456.25
20161118,90100.00
20161121,90150.00
20161122,92768.75
20161123,92587.50
20161124,95937.50
20161125,94025.00
20161128,95750.00
20161129,94375.00
20161130,91337.50
20161201,91012.50
20161202,91025.00
20161205,94387.50
20161206,93350.00
20161207,94500.00
20161208,93375.00
20161209,92700.00
20161212,95212.50
20161213,93800.00
20161214,91625.00
20161215,94100.00
20161216,94100.00
20161219,92862.50
20161220,91137.50
20161221,91525.00
20161222,90775.00
20161223,89612.50
20161226,83925.00
20161227,84462.50
20161228,86450.00
20161229,85412.50
20161230,85412.50
20170102,85412.50
20170103,85775.00
20170104,84062.50
20170105,85162.50
20170106,85150.00
20170109,85387.50
20170110,85900.00
20170111,87087.50
20170112,85625.00
20170113,84981.25
20170116,86000.00
20170117,84812.50
20170118,84300.00
20170119,84287.50
20170120,82887.50
20170122,82887.50
20170123,82212.50
20170124,82212.50
20170125,81825.00
20170126,81825.00
20170127,81825.00
20170130,81825.00
20170131,81825.00
20170201,81825.00
20170202,81825.00
20170203,83787.50
20170206,85387.50
20170207,85387.50
20170208,85900.00
20170209,85925.00
20170210,85325.00
20170213,87787.50
20170214,87787.50
20170215,88575.00
20170216,89487.50
20170217,89987.50
20170220,90162.50
20170221,90887.50
20170222,89325.00
20170223,88662.50
20170224,87350.00
20170227,90325.00
20170228,90275.00
20170301,90150.00
20170302,90537.50
20170303,89437.50
20170306,90700.00
20170307,90387.50
20170308,88012.50
20170309,85037.50
20170310,84937.50
20170313,84400.00
20170314,85050.00
20170315,85212.50
20170316,85350.00
20170317,85237.50
20170320,85200.00
20170321,84562.50
20170322,83075.00
20170323,83700.00
20170324,82925.00
20170327,80925.00
20170328,82100.00
20170329,82625.00
20170330,82912.50
20170331,83400.00
20170403,83400.00
20170404,83400.00
20170405,84187.50
20170406,84812.50
20170407,84025.00
20170410,84137.50
20170411,83837.50
20170412,81900.00
